video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
6754608321,1617,272,480,what does the girl do after hugging the baby in the middle,3,6,TN,bring book closer to baby,walks away,remove bib,touch the baby s stomach,smile
8064178441,2229,640,1138,what did the girl do after the baby put down the toy,1,6,TN,stand up,keep it standing,hold the baby,kick is away,laugh
3046900922,539,640,480,what does the man do after putting the child down,0,4,TN,walk backwards,look at baby,put baby on chest,put his arms back up,pick up grass
4251505427,2290,640,480,what was the lady in black at the back doing as the child was facing the camera,2,3,TC,looking,talking and looking,carrying baby,bend down to pick up stuffs,smiling
5047408177,648,320,240,how did the woman help the girl sort the clothing to hang before she does so,2,3,CH,put into a bag,looks at the product,pick out clothes for girl,straighten them before folding,stood and wait in front
3060478605,432,320,240,what does the horse do while the lady is sitting on it at the start,0,6,TC,walking,eating straws,jump,playing with grass,galloping around
3851913128,2235,640,480,what does the person in yellow do as the guy in red takes off his goggles in the middle of the video,2,8,TC,look at camera and said something,run away with ball,makes a gesture too,speaks to hin,turn on the wand
7571121368,1690,640,360,why does the girl in red look down while walking,2,0,CW,service staff,look at dog,look for the obstacles,to teach child to walk,wanted to help stop ball
4798585428,2697,640,480,why did the people stood still while smiling,0,0,CW,posing for a picture,waiting to start performance,interview,listen to man in middle,last pose
8171216955,550,568,320,what did the girl do after hitting the toy everytime,3,7,TN,pour the sand out,walks away,walk to white basket,moves backward,happy
2920952624,825,352,288,what does the shorter woman do after talking with the taller woman,2,9,TN,stir fry,starts speaking,open fridge,hug the woman,relaxed
9498159305,1275,640,360,what did the penguin do after breaking at the earphones,1,6,TN,walk across the table,look around,move towards the lady,jumps down,try to bite
9528990839,427,640,480,why did the man bend forward at the beginning of the video,2,6,CW,part of stunt,happy,adjust his seat,to pick up the stone,talking
3270490566,1515,640,480,what does the man playing the drum do after finishing the song,1,4,TN,stares at everyone,wave to someone,put instrument down,clap,pat his legs
2834146886,1881,496,370,why did the black dog stick his head under the sofa after coming out from the bottom of table,0,4,CW,wanted to hide,to play with the toy,eating,scratching,play with the person
12392885583,929,640,480,how did the baby react after he got the pacifier from the man in long sleeves,4,7,TN,stop crying,sway his body,push swing,pinch baby s nose,moves towards the other end
3375218204,2241,640,480,why does the man lie down on the floor in the middle,1,1,CW,pick something up,let kids walk through,not enough chairs to sit,he fell,watching the dog and cat play
4272084125,732,640,480,what did the lady do as she talk to the camera with the bottle held up,2,2,TC,looks at the boy,relaxed,nod her head,present,stick out her tongue
7771650716,1805,640,360,what is the person in pink shorts doing when the man in white is playing with dog,2,0,TC,clean the backyard,close the car door,stand and watch,clean the car,follow the man
11966080214,1531,640,1138,how does the girl play with her toy at the beginning of the video,0,0,CH,hit with stick,put on the sofa,move it with her hands,bounces him up and down,put toy into doll s mouth
4013751996,764,320,240,why does nt the girl need to paddle at the beginning,0,3,CW,going down a slope,pick up leash,washing her hands,to take the food,to have fun
4838145161,1921,640,480,why is the cat shaking its paws after moving back,3,2,CW,to remove water from his body,sleepy,prevent hitting shelf,swat water from face,injured
3124551255,1962,640,474,what does the boy do after looking up at the start,2,5,TN,singing,playing with sticks,talk to the lady,kick the bottle,playing the guitar
4444192938,866,640,360,what did the boy in red do after the girl in pink touched his bag,1,9,TN,got imbalanced,looked at the ground,goes to help,put both hands by her side,point to the lady in black
4179163342,2172,640,480,how did the youngest girl show affection to the dog,0,10,CH,hug dog,rub the dog,kiss,stroke the dog,lady is carrying the dog
3340340268,1289,640,480,what was the girl in red doing when the girl in green first stumbled on the dog,0,6,TC,holding paper,stands still in shock,run,walk across,tree
6163877860,2160,640,360,why was the baby without socks eventually,4,6,CW,to get to somewhere,put it down on the table,its hot inside,start swimming,baby took it off
4190655097,1290,640,480,how does the cat get out of the cot,0,8,CH,jumps out,swing stick,fly out,swim out,with two front paws
5902452647,812,640,480,what does the woman in jeans do after moving her knees at the end,0,5,TN,takes a photo,put up her finger,reach for something,run around stage,put hand down
8253302563,1056,640,360,how does the boy enter the toy car at the start,1,0,CH,remote controlled,step up into the car,pushing,remote control,jump around it
5854324479,519,640,474,what does the man in dark brown do after making a few hand gestures and smiles at the end,3,5,TN,sway his body,looks at paper,look towards the man talking,walk back,look up
5875535585,2291,640,360,why does the man in black walk up and down,3,7,CW,waiting to cut ribbon,resting,have closer look,interact with audience,change slides
6277800530,876,640,360,what does the man hold onto while riding the jeep out of the water,1,2,TC,put the man s other hand in,handle,inspect car,a paddle,pulls it off
2735019707,583,640,480,how do the people play the instrument,3,0,CH,strum the string,wave around,tap feet,pat with hands,blow
9531760182,2097,640,480,how did the lady react when the boy brought the bowl to his right at the beginning of the video,3,9,TC,lift boy up,imitate baby,shout at boy,laughing,pull the paper
3851913128,2235,640,480,why did the guy in red suddenly take off his goggles,4,0,CW,adjusting the rope,done performing,bring it down to wear,for clearer vision,showhow
2454242177,1574,320,240,why did the baby hold the ball in front of the dog,0,0,CW,give to dog,to grab the ball,prevent dog snatch the ball,play with it,try to take toy
2971556305,1459,640,480,why did the women follow one another around the house,3,1,CW,looking for a water bottle,to catch the dog,looking for the girl,touring house,preparing to clean the table
5586394125,1128,640,360,what is the lady in blue shirt doing when the lady in white is patting the dog at the beginning of the video,0,5,TC,talk with lady in white,patting dog,sit on sofa,feeding dog,sit down on chair
2705374471,1556,320,240,what does the baby do after stretching his arms and legs in the middle of the video,1,5,TN,look towards the camera,turn his head,bites the toy,show baby s face,pushing box
4774302357,450,640,480,why is the screen of the computer moving,2,8,CW,microphone for recording,man click on different buttons,man in grey moving with mouse,giving instructions on how to dance,follow the direction of model turning
4822859674,861,640,480,why does the baby start moving towards the woman at the start of the video,4,1,CW,take pink balloon,sit on chair,readjust baby s position,push toy train,wants food
5662041273,2697,640,480,why did the boy ran back to the sofa after putting the helicopter on the table,4,8,CW,play with big dog,want to climb and play,bring it back to the mattress,excited,to fly it again
4094488636,810,640,360,what did the black dog do when the brown dog first walked towards the pole and faced it near the start,3,6,TC,crawled to the toy,the concrete brick with plants,bite and push,faces brown dog,look at them
4635309062,2076,640,480,what does the man in white do after the man in black picks up the white bowl near the end,2,6,TN,touch donkey s head,put bread down,washing hands,reads from card,step back and raise hands
4485498145,496,640,480,what activity is happening,1,8,TC,learn dancing,gathering,focus group discussion,playing instruments,fire performance
2957808913,598,640,480,why is the man in black jacket wearing a hat,3,3,CW,protect hair from being messy,part of his cycling attire,easy to be spotted among the crowds,hot sun,buying a new hat
6691330381,1239,640,360,why is the boy wriggling his legs near the middle,2,2,CW,move to another place,lady rocking him,trying to break free,touch sand water,excited
6143391925,1206,640,480,why did the woman bend down her head when the baby is beside her,2,1,CW,ceremonial pose,adjust baby s shirt,talk to her,to show baby something,pick up leash
